Change Open Price (%),Change Close Price (%),Change Trade Volume (%),Change Turnover (%),Revenue,Net Profit,Gross Profit,Total Assets,Total Liabilities,Equity,Export Change,Import Change,Sentiment Score,Loan Category
1.51,3.09,-4.66,-3.22,109.95,77.19,101.47,205.12,30.66,132.49,4.57,1.5,0.51,2
0.8,4.06,-3.35,-3.35,131.98,87.08,122.19,228.9,35.87,126.18,3.77,2.36,0.55,2
0.64,3.66,-1.74,-4.98,158.5,65.76,138.63,205.67,33.35,123.46,1.66,0.61,0.46,2
4.03,2.37,-0.02,-3.53,109.8,87.11,138.49,273.54,39.17,111.48,3.42,3.97,0.58,2
4.92,0.19,-1.46,-2.34,117.74,53.39,134.87,268.45,45.97,108.98,0.18,2.97,0.5,2
0.85,4.1,-4.72,-2.27,159.98,95.03,110.83,296.37,40.74,123.97,3.37,4.77,0.46,2
2.57,3.14,-1.97,-3.17,113.87,82.51,131.7,231.07,39.87,144.69,1.28,4.22,0.6,2
1.54,0.98,-3.37,-3.43,182.39,56.99,127.1,298.98,42.67,111.53,1.18,2.94,0.58,2
0.26,2.29,-1.44,-1.98,148.22,67.19,104.4,206.34,43.77,111.41,4.17,0.03,0.54,2
3.26,4.95,-4.44,-0.92,121.51,57.51,125.01,213.22,31.55,121.14,1.84,2.58,0.46,2
3.03,1.91,-4.11,-2.77,156.0,75.77,137.77,298.4,46.08,104.37,2.96,0.33,0.42,2
2.77,2.49,-4.77,-1.02,104.68,99.95,104.24,272.37,49.5,145.11,2.08,3.33,0.6,2
4.48,2.84,-2.22,-0.91,153.84,62.28,118.89,287.65,31.86,114.03,1.99,0.24,0.57,2
4.35,1.93,-4.48,-4.03,174.09,61.26,113.31,288.48,42.54,120.61,1.96,3.57,0.41,2
4.78,0.63,-0.93,-4.53,172.17,96.09,120.82,267.74,39.51,129.16,4.36,2.15,0.59,2
2.48,3.74,-3.58,-3.38,174.73,54.24,115.58,244.81,39.14,113.56,4.98,1.99,0.57,2
2.43,4.25,-1.34,-1.23,133.86,73.12,141.3,288.31,38.2,122.16,1.81,2.56,0.42,2
3.88,3.42,-0.02,-0.0,127.11,89.95,125.07,204.45,36.62,103.45,1.59,3.73,0.41,2
0.36,4.45,-3.7,-4.46,179.15,53.06,120.71,212.39,30.45,120.74,2.91,1.1,0.46,2
2.54,0.28,-4.27,-0.63,178.62,94.52,143.36,287.64,31.59,117.03,4.7,0.07,0.58,2
2.04,4.11,-3.0,-2.42,193.71,90.36,113.21,257.15,39.49,128.04,4.62,2.57,0.57,2
1.61,0.32,-2.83,-1.94,100.44,71.59,110.37,280.63,33.37,149.94,4.03,0.81,0.43,2
1.75,2.44,-2.84,-4.1,143.27,60.46,139.4,282.48,43.45,131.42,0.25,2.03,0.58,2
2.32,1.04,-4.1,-0.75,191.71,80.5,119.24,216.81,44.95,135.51,2.35,3.72,0.54,2
2.17,0.04,-2.13,-1.19,102.64,76.09,108.54,287.44,39.63,149.93,1.55,0.87,0.42,2
3.83,3.05,-0.72,-4.12,156.89,73.54,141.27,201.58,34.63,113.7,3.14,3.9,0.51,2
3.4,2.58,-4.48,-4.89,186.67,77.9,149.37,244.26,44.28,121.53,1.98,4.21,0.58,2
3.9,2.81,-3.94,-3.47,133.68,58.24,128.0,280.63,30.58,138.17,3.05,3.52,0.5,2
0.97,1.4,-3.72,-1.25,114.64,91.49,112.37,266.56,38.2,140.78,3.24,1.42,0.6,2
2.24,3.5,-1.35,-4.82,196.28,65.6,126.57,241.98,45.57,147.47,1.02,0.9,0.44,2
4.14,0.32,-0.09,-2.87,197.38,55.13,140.96,208.57,36.08,103.07,3.46,0.93,0.51,2
4.38,0.19,-0.61,-2.41,180.09,56.55,122.13,213.95,41.13,143.06,1.52,4.39,0.58,2
4.59,0.94,-2.38,-0.82,120.35,93.28,131.77,277.78,37.11,105.83,2.61,1.12,0.46,2
3.6,3.65,-1.82,-4.31,193.2,84.53,104.15,230.95,34.32,103.23,0.38,0.79,0.6,2
1.57,0.57,-3.51,-0.97,190.69,90.48,101.03,259.29,41.57,111.83,0.93,0.86,0.42,2
3.76,0.1,-0.64,-0.36,135.89,54.83,141.58,223.32,48.69,130.49,4.19,4.34,0.52,2
4.17,4.35,-2.15,-2.72,147.5,52.95,118.75,237.83,41.79,102.87,1.95,1.65,0.56,2
2.42,1.93,-1.89,-0.38,116.69,79.5,139.21,200.95,49.21,129.75,1.99,2.71,0.47,2
4.03,3.63,-4.29,-3.41,137.79,73.81,145.81,297.16,49.49,138.17,4.38,4.78,0.45,2
0.18,3.51,-0.66,-2.38,146.31,64.11,141.55,251.5,41.7,140.28,1.69,4.97,0.58,2
1.34,3.89,-2.41,-2.11,130.68,70.18,149.54,220.76,31.89,102.59,0.51,2.93,0.59,2
1.83,1.38,-3.88,-4.77,108.35,97.89,128.35,210.49,30.85,101.82,0.54,1.54,0.4,2
1.27,3.29,-2.11,-2.38,187.36,66.59,137.92,284.55,47.3,119.91,0.63,1.63,0.57,2
3.31,4.21,-4.55,-1.1,141.51,99.76,130.87,200.05,32.98,122.16,4.21,3.44,0.55,2
1.92,1.0,-2.24,-4.86,120.95,69.04,114.51,241.29,37.88,143.48,0.27,2.32,0.43,2
1.12,0.41,-1.67,-1.78,140.33,87.42,148.2,262.47,42.92,125.18,1.4,0.05,0.53,2
3.99,3.22,-4.57,-2.03,106.36,57.38,143.94,274.24,36.46,142.72,4.59,0.47,0.41,2
0.7,3.32,-1.36,-2.48,156.06,77.29,120.37,281.8,45.11,119.66,0.41,2.78,0.44,2
3.04,2.88,-3.81,-1.69,130.92,52.1,135.7,248.99,33.86,125.88,1.16,4.78,0.55,2
2.98,4.4,-1.04,-1.85,175.84,95.98,137.16,214.84,40.29,133.93,4.28,4.87,0.5,2
2.95,3.87,-1.16,-3.84,153.62,59.15,132.19,212.08,48.71,143.71,0.44,2.18,0.59,2
0.37,3.69,-3.67,-1.07,124.22,95.43,134.15,280.75,30.96,135.92,0.32,0.52,0.51,2
0.09,0.81,-3.13,-0.78,132.07,78.32,124.52,213.51,36.29,138.63,3.11,4.88,0.42,2
0.72,1.32,-0.96,-3.44,169.21,73.3,145.77,212.72,43.74,124.57,4.23,4.58,0.54,2
0.82,4.95,-1.03,-3.42,191.82,92.49,135.37,283.35,30.16,112.86,0.35,4.52,0.5,2
0.4,3.79,-1.88,-3.98,113.91,97.13,146.22,261.36,34.27,108.2,0.71,3.69,0.47,2
2.64,2.88,-1.93,-2.8,102.53,59.06,130.65,261.96,34.72,146.02,1.07,3.3,0.42,2
1.79,1.54,-3.72,-4.5,118.32,80.47,135.26,233.71,39.87,131.34,0.44,3.25,0.55,2
1.26,1.22,-2.04,-0.94,106.77,74.99,101.26,259.35,43.31,125.15,1.38,1.5,0.57,2
0.15,0.82,-4.53,-0.61,173.09,85.37,107.18,295.5,30.42,144.08,3.0,2.33,0.56,2
0.7,4.15,-4.33,-1.95,181.84,76.95,132.5,204.84,34.07,129.27,1.93,0.12,0.48,2
3.27,1.99,-3.17,-4.95,160.83,72.15,143.09,298.07,31.46,105.39,2.79,4.43,0.53,2
2.61,4.03,-3.05,-0.97,140.5,97.5,107.43,263.15,32.64,129.89,4.17,4.84,0.44,2
4.28,1.95,-2.8,-0.56,100.25,51.05,136.74,297.76,33.72,137.75,2.43,1.44,0.49,2
4.51,2.5,-1.65,-2.44,115.96,56.61,112.16,246.5,34.99,135.55,3.81,4.9,0.54,2
1.33,1.77,-4.16,-3.06,154.74,80.18,103.58,203.71,31.67,124.65,1.47,2.26,0.46,2
0.36,3.91,-2.67,-1.71,187.9,64.59,100.72,265.92,34.36,121.9,2.23,3.96,0.5,2
2.02,4.59,-2.21,-3.21,121.75,65.91,121.29,265.6,36.96,107.13,0.63,3.28,0.51,2
4.19,3.19,-3.36,-1.76,170.95,97.68,118.02,264.56,32.44,124.53,3.36,4.9,0.44,2
3.56,0.65,-4.7,-1.27,193.13,66.75,107.55,226.96,35.09,145.15,1.39,3.5,0.49,2
3.03,1.16,-3.41,-3.95,192.97,88.88,139.3,255.42,31.41,104.93,3.95,4.1,0.58,2
1.6,1.73,-2.16,-1.64,186.96,82.69,108.95,229.76,46.85,143.72,2.92,3.9,0.54,2
2.81,1.31,-4.78,-2.82,123.05,63.09,107.03,256.58,42.76,108.44,4.88,0.84,0.56,2
3.05,2.37,-4.58,-2.31,171.18,93.84,126.56,284.77,44.93,143.75,2.13,4.52,0.48,2
4.58,1.09,-1.23,-3.71,198.91,98.16,103.11,273.73,34.66,129.73,1.04,0.49,0.55,2
0.77,1.27,-0.08,-4.58,136.49,65.98,125.19,299.99,49.45,128.42,0.14,0.39,0.54,2
1.72,2.75,-4.4,-1.28,124.71,74.47,123.08,236.11,42.53,113.09,3.47,1.97,0.47,2
1.59,0.55,-0.62,-4.5,184.63,64.06,100.78,200.18,33.14,110.72,4.21,1.57,0.46,2
2.69,1.44,-1.07,-4.13,107.86,79.91,132.7,216.0,38.41,130.51,3.29,1.79,0.48,2
4.32,4.36,-0.87,-2.49,117.86,78.65,128.69,271.23,37.44,149.64,1.32,0.57,0.59,2
3.99,1.93,-2.31,-4.06,132.66,64.37,111.49,235.53,48.13,135.62,4.9,1.71,0.56,2
2.43,2.43,-1.8,-3.14,113.02,88.04,132.9,269.93,34.09,149.88,1.09,2.35,0.55,2
0.1,4.7,-2.64,-4.15,105.2,74.69,129.17,264.88,45.04,120.2,4.41,3.92,0.49,2
3.69,1.63,-4.97,-3.71,132.6,55.0,120.42,289.31,33.42,133.55,4.79,5.0,0.53,2
0.76,0.98,-2.52,-3.29,166.2,81.33,138.77,295.31,46.16,126.07,4.07,4.68,0.54,2
2.91,3.4,-0.98,-1.33,160.71,56.88,148.43,225.01,38.41,108.59,3.63,3.32,0.48,2
3.71,0.74,-3.73,-4.72,105.29,65.46,114.29,262.37,35.95,148.48,3.01,0.08,0.57,2
1.03,0.5,-0.82,-4.2,105.43,91.59,145.75,227.65,42.8,148.1,4.57,0.46,0.43,2
2.92,1.15,-2.56,-1.45,139.37,67.67,117.26,218.54,39.83,100.27,0.16,3.13,0.57,2
2.78,0.24,-2.43,-3.11,153.9,86.34,130.05,283.98,47.79,116.07,0.97,4.82,0.41,2
4.99,2.17,-4.07,-2.31,125.77,99.69,125.64,224.29,41.3,120.37,3.7,0.4,0.59,2
1.34,0.09,-2.64,-2.45,135.25,80.49,139.98,223.94,44.05,127.52,1.31,4.82,0.5,2
3.92,2.6,-0.58,-0.09,118.65,95.89,110.95,212.69,48.72,146.0,1.01,1.98,0.45,2
3.63,1.88,-4.19,-2.77,115.71,75.68,112.77,221.15,42.6,114.08,3.53,2.36,0.45,2
0.37,4.05,-1.18,-4.6,138.03,77.46,100.39,239.64,32.43,130.36,4.08,0.06,0.46,2
1.59,0.29,-4.81,-2.77,189.76,59.98,106.01,265.6,35.57,149.11,1.05,4.3,0.51,2
2.16,1.2,-3.79,-2.59,118.2,51.94,128.44,232.5,39.69,148.96,2.87,4.04,0.46,2
0.17,1.1,-1.74,-0.08,185.62,99.21,133.32,297.5,45.83,127.2,3.3,0.46,0.47,2
1.2,2.03,-2.41,-3.53,198.9,77.64,110.79,284.39,46.82,126.83,4.34,0.33,0.48,2
2.21,2.98,-2.75,-3.83,196.09,99.75,105.11,214.65,37.05,134.68,0.56,2.76,0.55,2
3.22,0.73,-1.05,-3.38,105.23,79.25,105.66,256.4,30.53,100.23,0.18,1.31,0.49,2
4.97,0.52,-0.08,-1.03,166.66,55.0,135.98,224.75,31.56,103.12,3.23,3.28,0.54,2
1.64,0.72,-3.17,-3.72,167.44,85.79,143.27,236.61,43.09,114.7,3.62,3.47,0.48,2
0.18,3.34,-1.56,-3.21,188.49,75.45,118.94,274.5,39.37,115.41,4.26,4.46,0.52,2
0.9,1.87,-4.96,-0.36,102.78,84.53,110.42,214.06,31.49,125.72,0.95,3.2,0.44,2
0.33,2.85,-3.75,-2.93,197.34,96.18,101.39,244.24,44.07,130.77,3.01,1.74,0.56,2
0.78,1.78,-4.08,-4.61,121.18,59.28,135.19,298.07,34.81,102.85,3.75,2.99,0.58,2
1.24,1.11,-0.82,-3.66,191.18,94.65,109.71,263.69,45.19,105.0,0.78,4.69,0.46,2
0.44,4.53,-1.18,-1.47,199.04,98.31,118.49,238.91,47.45,109.98,1.34,0.53,0.5,2
4.44,1.28,-2.7,-1.53,162.83,65.97,101.47,218.53,45.77,116.09,2.56,1.76,0.42,2
1.77,3.18,-0.27,-2.98,124.41,78.8,105.38,290.85,46.45,114.71,0.31,1.11,0.41,2
1.41,2.94,-4.69,-3.1,183.7,65.58,140.33,286.06,49.29,135.64,0.62,4.37,0.53,2
3.77,1.35,-3.87,-1.47,188.92,83.85,118.15,248.78,49.65,148.44,0.44,4.72,0.45,2
4.12,1.51,-4.97,-4.22,159.62,64.89,148.75,260.74,34.09,139.36,3.16,1.07,0.44,2
4.37,3.86,-2.65,-4.59,169.57,62.65,144.38,211.44,38.94,125.58,2.1,0.87,0.56,2
0.5,2.41,-3.24,-4.67,101.86,74.47,111.19,234.16,33.43,132.72,1.13,1.76,0.59,2
2.39,3.95,-1.91,-2.37,175.61,58.46,122.94,231.04,43.1,102.64,1.11,1.41,0.41,2
2.11,4.26,-0.21,-1.74,138.33,86.19,132.43,223.86,42.53,131.36,3.82,4.82,0.48,2
4.2,4.79,-3.69,-3.57,126.48,81.82,118.9,262.93,35.14,134.58,3.42,4.18,0.44,2
0.62,2.44,-4.32,-2.8,184.66,52.42,113.94,289.13,44.19,117.68,0.74,0.63,0.41,2
3.63,4.07,-2.05,-4.02,129.02,78.67,127.95,250.2,32.65,135.56,2.12,0.82,0.42,2
1.72,1.11,-2.09,-1.1,136.07,98.01,111.84,298.5,43.83,126.19,2.44,1.25,0.6,2
2.48,4.6,-4.27,-0.55,111.86,86.66,138.49,221.2,47.42,130.29,4.15,0.82,0.58,2
3.33,1.8,-2.4,-3.06,196.6,58.54,147.79,277.2,34.48,138.58,1.23,1.3,0.41,2
0.08,1.2,-0.83,-3.56,131.86,56.25,141.91,290.48,34.9,136.48,4.8,0.39,0.53,2
3.21,2.74,-3.03,-3.46,176.79,77.55,136.93,261.91,36.16,126.19,4.12,0.52,0.5,2
3.83,0.11,-1.55,-4.34,172.77,87.15,136.27,223.18,30.7,110.36,3.96,2.89,0.47,2
1.54,1.5,-0.62,-0.57,108.0,93.56,111.35,260.87,44.15,136.72,1.52,1.33,0.5,2
1.98,4.29,-3.84,-2.2,143.14,66.62,102.69,218.45,41.49,128.91,3.62,3.83,0.44,2
2.75,4.14,-1.34,-0.06,149.95,64.83,137.86,280.64,35.1,142.9,3.5,2.62,0.6,2
0.79,2.77,-0.33,-3.03,115.83,76.48,100.2,275.74,47.86,129.18,1.85,1.13,0.47,2
5.09,7.61,1.67,4.27,250.38,120.68,166.68,357.63,24.56,196.64,7.88,-7.63,0.7,3
8.98,7.66,1.57,0.95,233.35,121.91,153.67,363.48,29.47,190.88,9.91,-7.61,0.7,3
9.02,9.17,0.97,4.34,269.78,131.7,162.1,366.99,29.7,151.47,9.22,-7.62,0.73,3
8.63,7.1,2.18,2.43,259.58,131.24,196.46,387.84,24.85,194.3,7.2,-6.7,0.71,3
8.02,6.46,4.53,4.56,266.27,109.44,181.02,354.88,22.32,153.25,6.17,-8.1,0.67,3
8.55,9.06,3.64,1.88,268.8,139.69,158.06,315.62,28.74,161.53,8.15,-8.88,0.69,3
9.88,9.45,2.58,2.9,282.52,112.98,150.9,311.96,29.87,153.15,7.94,-5.43,0.74,3
7.17,5.33,1.64,1.21,278.63,103.06,189.08,369.47,29.0,166.24,6.19,-6.36,0.74,3
7.83,7.24,3.83,2.47,222.82,105.32,167.0,324.74,28.69,173.99,6.58,-5.98,0.77,3
7.13,9.66,1.82,1.99,242.44,140.19,177.65,324.32,25.32,181.64,7.42,-6.2,0.6,3
6.69,9.87,1.78,1.42,204.05,105.61,182.05,365.74,24.17,194.52,5.49,-5.8,0.78,3
6.37,9.37,1.5,4.18,220.34,116.88,195.97,301.47,29.91,187.58,5.27,-8.64,0.72,3
9.46,7.81,0.76,4.32,288.94,149.18,180.83,312.14,21.94,157.54,5.99,-9.53,0.62,3
8.25,6.28,1.45,4.61,267.65,126.42,154.34,367.41,25.21,177.39,7.02,-8.03,0.7,3
9.67,7.1,2.29,1.15,255.64,141.9,176.11,354.31,20.09,175.01,7.56,-5.06,0.69,3
7.41,7.33,4.03,4.96,294.76,118.78,182.3,367.45,20.19,182.23,5.16,-6.51,0.65,3
6.71,7.32,4.29,2.79,299.51,148.5,160.03,359.98,26.42,181.58,8.3,-9.32,0.71,3
7.87,8.5,0.83,4.68,231.59,130.67,161.38,363.43,27.33,152.38,7.23,-5.91,0.65,3
9.05,8.42,4.11,4.79,265.83,127.67,185.95,369.65,28.22,197.23,8.71,-7.77,0.75,3
8.89,7.81,3.62,3.97,295.4,135.55,190.59,339.32,21.62,161.26,8.34,-8.52,0.63,3
9.61,6.05,3.53,5.0,207.61,143.38,192.25,305.58,25.1,184.94,6.74,-8.09,0.64,3
9.16,5.31,1.16,1.29,260.17,121.87,166.54,345.35,20.48,165.51,5.98,-6.82,0.66,3
5.8,6.46,3.92,3.09,287.91,110.7,186.02,361.2,26.51,168.35,9.74,-9.14,0.69,3
8.31,5.55,4.17,0.02,236.67,110.64,163.37,323.77,21.15,154.77,6.52,-6.8,0.7,3
5.14,9.17,3.88,2.41,210.7,149.94,152.58,329.51,29.07,152.2,6.24,-9.05,0.69,3
6.29,9.31,3.69,1.11,211.14,135.86,197.91,370.52,20.42,158.61,6.6,-8.55,0.69,3
9.83,7.45,2.46,0.24,235.06,105.93,167.85,377.19,22.42,172.84,5.69,-7.41,0.68,3
5.97,7.05,3.11,3.1,228.82,145.68,151.11,335.26,21.83,190.62,5.31,-8.29,0.75,3
5.87,8.29,1.33,3.28,209.16,119.89,188.58,356.84,21.03,162.02,6.14,-8.48,0.79,3
7.87,9.11,4.65,1.95,262.29,137.85,179.02,310.18,22.33,151.45,6.82,-5.28,0.75,3
7.6,5.47,1.86,3.06,208.51,120.61,188.39,391.03,21.47,174.56,6.28,-5.87,0.77,3
5.86,6.02,3.42,1.75,261.19,114.68,191.67,364.62,24.99,169.94,5.26,-9.02,0.7,3
7.45,6.68,3.8,1.42,276.53,117.24,170.16,348.3,28.2,185.65,7.38,-6.91,0.63,3
7.56,5.08,2.19,4.77,229.5,131.71,160.93,332.45,28.99,161.87,5.25,-7.11,0.62,3
5.89,5.51,1.8,3.88,227.88,149.43,174.1,382.5,24.57,157.07,5.92,-8.67,0.64,3
7.6,8.35,1.59,1.19,284.96,100.47,155.9,344.71,22.81,158.66,7.62,-6.12,0.63,3
7.96,9.5,4.34,4.71,273.91,104.58,192.92,358.76,24.15,150.9,8.58,-6.42,0.67,3
9.78,9.78,4.93,3.64,243.11,126.82,184.13,395.02,25.68,166.91,8.98,-8.94,0.64,3
6.2,6.58,0.92,4.76,228.55,104.32,186.93,348.01,23.11,181.43,8.21,-8.01,0.74,3
9.77,7.22,2.47,0.6,264.69,110.94,153.34,348.66,21.65,154.07,7.68,-8.46,0.67,3
7.45,5.29,3.07,2.08,221.37,124.06,184.58,308.54,20.26,150.75,5.03,-9.38,0.64,3
7.42,9.6,2.17,1.56,263.32,135.46,155.39,343.59,25.3,160.84,6.76,-6.93,0.65,3
5.42,9.38,3.71,0.02,286.05,146.47,151.03,369.79,25.81,190.05,6.78,-9.4,0.63,3
5.7,8.01,3.43,0.38,287.83,121.85,167.24,349.04,28.73,174.49,6.83,-8.79,0.8,3
8.59,5.25,2.67,1.24,202.03,112.08,197.29,396.74,20.16,188.34,7.39,-9.85,0.64,3
5.82,9.77,3.45,2.42,216.54,108.43,152.71,336.93,29.98,150.85,9.41,-8.43,0.72,3
5.98,7.38,1.64,3.9,273.9,104.68,167.3,352.59,27.94,164.76,8.26,-7.11,0.74,3
9.07,8.63,3.3,0.88,215.57,143.01,171.93,390.38,20.64,166.33,7.55,-7.45,0.72,3
5.48,6.77,1.41,0.14,288.83,115.09,167.11,376.45,23.91,195.65,7.94,-9.06,0.66,3
9.59,8.08,3.02,1.5,207.76,128.84,195.86,301.71,25.91,196.78,6.4,-10.0,0.74,3
9.29,8.42,3.23,1.65,227.45,128.11,196.16,334.8,24.57,181.16,5.14,-7.5,0.62,3
5.83,8.32,4.27,1.65,276.01,105.05,168.62,317.92,24.11,150.73,9.94,-5.94,0.61,3
5.21,9.63,2.5,3.28,294.09,137.48,177.03,300.6,25.87,150.74,6.48,-7.98,0.73,3
5.01,6.08,1.03,4.4,208.51,103.93,177.93,378.85,27.99,151.15,6.73,-8.04,0.78,3
8.48,6.0,2.79,1.02,224.14,131.46,199.28,394.04,29.52,156.09,7.04,-8.82,0.78,3
7.69,8.25,2.17,3.46,252.05,118.79,182.37,321.5,29.04,182.32,9.3,-7.13,0.72,3
9.21,6.18,1.22,3.58,290.73,147.42,175.99,389.83,23.05,152.41,7.91,-5.47,0.8,3
6.26,8.67,2.97,3.46,247.66,113.68,156.62,363.11,28.16,191.16,9.52,-6.55,0.62,3
5.81,8.91,1.76,0.22,297.38,112.16,166.42,309.08,27.66,158.53,7.79,-6.41,0.77,3
8.22,8.21,2.01,2.1,218.67,134.86,153.09,397.59,29.24,180.68,8.42,-7.6,0.79,3
7.03,8.37,4.12,0.99,200.65,131.87,155.46,363.73,24.73,182.44,7.09,-5.14,0.61,3
9.97,9.12,4.97,3.02,282.7,129.42,164.84,377.07,23.74,199.92,8.91,-8.36,0.7,3
6.17,7.34,1.76,4.76,210.57,121.68,167.15,370.72,28.27,176.85,9.43,-6.14,0.61,3
7.93,6.09,0.09,0.11,263.87,148.59,172.23,318.26,24.33,183.08,6.22,-7.48,0.73,3
9.18,8.61,3.52,0.5,209.69,104.46,187.94,317.49,23.9,179.68,5.62,-5.03,0.67,3
9.65,5.07,1.03,3.32,225.43,113.97,168.38,327.05,25.69,164.44,6.1,-6.22,0.67,3
7.47,6.43,1.63,3.72,297.68,101.1,152.01,361.7,22.19,169.82,7.07,-9.43,0.79,3
8.32,6.68,2.23,1.32,227.26,131.23,192.3,350.38,22.99,157.85,9.47,-7.12,0.67,3
8.42,6.63,0.93,2.29,261.61,126.33,187.17,350.96,24.64,169.24,9.3,-7.32,0.75,3
6.29,5.1,4.11,0.47,244.19,111.91,169.42,330.52,22.35,182.72,9.0,-6.46,0.68,3
8.7,5.45,2.57,1.47,259.82,149.08,194.57,342.75,29.37,154.32,9.83,-7.95,0.75,3
8.15,5.2,4.61,2.7,289.41,143.77,176.54,314.15,28.6,190.59,7.93,-7.83,0.69,3
6.23,8.68,0.08,1.28,288.34,122.49,161.25,338.53,21.99,161.7,5.05,-8.93,0.73,3
5.3,9.17,0.43,3.76,275.23,130.57,159.33,368.49,28.47,158.53,9.75,-7.89,0.67,3
7.01,5.23,4.56,2.21,287.21,125.03,191.85,368.29,26.33,169.23,7.88,-7.91,0.61,3
9.09,8.02,1.34,0.18,254.77,108.19,172.71,324.85,23.81,166.82,7.7,-5.09,0.65,3
5.61,5.19,3.15,0.24,271.47,104.8,163.59,391.62,23.86,176.51,5.08,-5.49,0.79,3
7.52,8.51,4.7,1.48,256.54,130.13,155.27,333.68,26.32,190.37,6.56,-6.58,0.73,3
5.25,7.54,1.03,3.08,272.96,101.47,189.3,381.81,20.16,154.42,7.56,-6.36,0.75,3
9.37,8.19,1.98,1.39,233.25,135.99,155.56,362.51,28.43,184.54,5.37,-7.64,0.79,3
7.04,7.0,2.85,0.93,217.03,118.35,181.15,322.41,21.06,188.4,5.16,-6.14,0.8,3
5.81,9.89,4.91,3.53,274.65,101.12,175.01,371.44,26.2,198.31,8.26,-7.44,0.74,3
8.71,7.37,2.2,2.01,285.46,147.07,162.81,374.46,29.91,185.45,9.67,-6.48,0.8,3
5.27,7.38,0.34,0.3,244.8,127.37,193.32,304.11,23.66,166.9,8.1,-7.86,0.72,3
7.27,8.17,2.28,4.13,208.55,148.09,181.52,325.1,22.67,179.57,7.3,-6.33,0.65,3
7.99,5.39,0.79,4.3,227.49,111.03,161.79,349.61,22.11,178.33,8.27,-6.86,0.68,3
8.1,5.87,4.54,0.17,287.36,123.36,166.12,379.23,24.16,179.69,8.64,-7.12,0.74,3
8.39,5.26,3.47,1.27,294.93,149.83,192.83,350.59,27.37,173.94,6.12,-5.87,0.64,3
5.63,7.94,2.64,3.68,220.86,113.01,170.82,377.37,20.82,173.61,8.19,-7.06,0.71,3
7.12,8.0,1.62,2.02,200.0,115.4,197.06,349.27,20.53,169.48,8.26,-9.04,0.79,3
7.68,5.58,4.98,3.54,220.37,109.51,180.01,311.45,23.47,152.6,7.29,-7.57,0.7,3
6.29,6.78,1.94,3.97,297.49,149.23,178.51,312.35,27.25,150.33,8.79,-8.03,0.64,3
7.01,5.86,3.5,4.19,289.91,124.5,163.02,384.24,21.24,166.79,8.17,-6.72,0.77,3
6.77,8.56,4.33,0.63,204.08,124.05,176.75,344.12,25.68,159.33,6.9,-9.28,0.6,3
6.12,5.04,3.71,1.43,296.51,132.12,153.25,395.92,24.17,191.4,8.99,-5.52,0.6,3
9.45,6.45,2.49,4.75,261.54,134.95,157.45,360.73,22.35,171.55,6.59,-7.25,0.77,3
9.48,7.87,0.46,4.36,295.1,105.09,156.92,364.26,20.95,162.79,7.84,-5.04,0.67,3
8.1,6.71,4.72,0.64,249.02,132.05,177.08,370.03,24.23,193.72,7.5,-8.64,0.73,3
6.65,6.91,2.49,1.23,282.82,146.79,159.45,391.02,21.31,194.1,5.35,-8.36,0.62,3
8.34,8.49,2.65,1.31,256.17,139.85,192.2,368.12,27.0,152.31,7.22,-5.76,0.64,3
6.32,5.78,4.13,2.8,238.83,108.98,158.97,323.74,24.32,193.82,6.85,-9.99,0.71,3
9.28,7.0,4.9,4.54,238.41,103.88,173.06,375.78,23.65,170.94,8.01,-9.52,0.68,3
8.73,7.8,2.05,2.63,201.57,144.24,177.27,306.83,27.09,198.38,7.1,-6.7,0.67,3
5.39,5.34,2.68,0.5,232.09,115.7,181.12,313.94,24.14,159.66,6.77,-7.23,0.78,3
9.58,5.81,3.85,0.33,277.31,115.05,155.93,311.45,25.21,166.1,9.43,-7.52,0.67,3
7.03,7.17,2.62,1.04,293.12,111.24,191.99,305.83,25.13,176.99,9.86,-9.57,0.67,3
5.47,9.67,0.58,0.77,208.63,117.46,193.59,315.35,25.38,179.81,6.39,-6.13,0.65,3
5.36,5.7,4.73,4.9,271.47,134.34,150.74,388.6,24.32,169.23,6.09,-6.64,0.76,3
7.68,5.02,1.37,2.95,222.03,100.91,155.23,396.74,23.51,195.67,7.03,-8.95,0.63,3
7.29,5.44,0.86,4.2,270.93,101.17,181.96,356.01,21.78,168.95,5.77,-6.23,0.68,3
5.32,6.92,1.12,2.59,240.63,107.94,185.28,329.83,27.64,152.97,9.23,-6.97,0.76,3
7.91,6.12,0.89,3.34,297.86,110.89,171.41,352.05,28.47,191.39,7.02,-9.72,0.75,3
6.68,8.46,0.42,2.92,220.37,110.06,154.53,331.93,28.41,156.46,7.1,-6.96,0.8,3
6.37,7.79,0.04,1.26,247.49,108.88,179.23,313.6,29.39,182.38,7.34,-8.17,0.69,3
5.56,8.93,1.36,4.35,273.44,136.38,166.05,347.08,28.53,190.85,6.3,-7.12,0.64,3
5.75,7.67,0.36,3.59,296.93,140.19,185.31,392.96,27.86,175.9,6.66,-6.26,0.7,3
9.19,5.91,4.69,0.09,256.03,144.35,199.27,316.17,23.82,167.56,5.53,-8.75,0.79,3
7.08,8.04,1.27,2.55,262.15,130.37,169.7,378.14,24.51,160.56,6.22,-6.56,0.66,3
9.19,6.99,3.2,4.77,282.6,145.81,172.9,387.51,26.57,152.09,9.94,-7.9,0.62,3
